"Source_ID","Study_number","Study_name","Site_number","Site_name","Block","Use_intensity","Longitude","Latitude","Sample_start_earliest","Sample_end_latest","Diversity_metric_type","Predominant_land_use","SS","SSS","Total_abundance","Species_richness","Simpson_diversity","ChaoR","Richness_rarefied","Weighted_richness","LogSimpson","ForestCover"
"KS1_2013__Gould",1,"trap_wasp",124,"CD-02.2008.07.25","3","Cannot decide",-155.3099931933,19.8407912749,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 124",5,3,2.77777777777778,NA,NA,NA,1.02165124753198,40
"KS1_2013__Gould",1,"trap_wasp",125,"CD-02.2008.08.08","3","Cannot decide",-155.3099931933,19.8407912749,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 125",6,3,2,NA,NA,NA,0.693147180559945,40
"KS1_2013__Gould",1,"trap_wasp",126,"CE+00.2007.07.18","4","Cannot decide",-155.3107235795,19.843927814,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 126",4,3,2.66666666666667,NA,NA,NA,0.980829253011726,0
"KS1_2013__Gould",1,"trap_wasp",127,"CE+00.2007.08.10","4","Cannot decide",-155.3107235795,19.843927814,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 127",2,2,2,NA,NA,NA,0.693147180559945,0
"KS1_2013__Gould",1,"trap_wasp",128,"CE+00.2008.07.08","4","Cannot decide",-155.3107235795,19.843927814,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 128",2,2,2,NA,NA,NA,0.693147180559945,0
"KS1_2013__Gould",1,"trap_wasp",129,"CE+00.2008.07.27","4","Cannot decide",-155.3107235795,19.843927814,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 129",21,4,2.6094674556213,NA,NA,NA,0.959146160523773,0
"KS1_2013__Gould",1,"trap_wasp",130,"CE+00.2008.08.08","4","Cannot decide",-155.3107235795,19.843927814,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 130",4,2,1.6,NA,NA,NA,0.470003629245736,0
"KS1_2013__Gould",1,"trap_wasp",155,"CE-01.2007.07.18","4","Cannot decide",-155.3092210615,19.8440105004,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 155",13,4,2.68253968253968,NA,NA,NA,0.986763988531541,0
"KS1_2013__Gould",1,"trap_wasp",156,"CE-01.2007.08.10","4","Cannot decide",-155.3092210615,19.8440105004,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 156",7,3,2.33333333333333,NA,NA,NA,0.847297860387204,0
"KS1_2013__Gould",1,"trap_wasp",157,"CE-01.2008.07.08","4","Cannot decide",-155.3092210615,19.8440105004,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 157",4,3,2.66666666666667,NA,NA,NA,0.980829253011726,0
"KS1_2013__Gould",1,"trap_wasp",158,"CE-01.2008.07.27","4","Cannot decide",-155.3092210615,19.8440105004,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 158",11,5,2.28301886792453,NA,NA,NA,0.825498632044619,0
"KS1_2013__Gould",1,"trap_wasp",159,"CE-01.2008.08.08","4","Cannot decide",-155.3092210615,19.8440105004,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 159",3,2,1.8,NA,NA,NA,0.587786664902119,0
"KS1_2013__Gould",1,"trap_wasp",160,"CE-02.2007.07.18","4","Cannot decide",-155.3078176909,19.844012868,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 160",5,2,1.92307692307692,NA,NA,NA,0.653926467406664,40
"KS1_2013__Gould",1,"trap_wasp",161,"CE-02.2007.08.10","4","Cannot decide",-155.3078176909,19.844012868,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 161",6,1,1,NA,NA,NA,0,40
"KS1_2013__Gould",1,"trap_wasp",162,"CE-02.2008.07.08","4","Cannot decide",-155.3078176909,19.844012868,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 162",2,2,2,NA,NA,NA,0.693147180559945,40
"KS1_2013__Gould",1,"trap_wasp",163,"CE-02.2008.07.27","4","Cannot decide",-155.3078176909,19.844012868,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 163",9,3,1.97560975609756,NA,NA,NA,0.680877087968131,40
"KS1_2013__Gould",1,"trap_wasp",164,"CE-02.2008.08.08","4","Cannot decide",-155.3078176909,19.844012868,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 164",2,2,2,NA,NA,NA,0.693147180559945,40
"KS1_2013__Gould",1,"trap_wasp",165,"CF+00.2007.07.13","5","Cannot decide",-155.3104640715,19.8386984343,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 165",39,4,2.21397379912664,NA,NA,NA,0.794789000036944,0
"KS1_2013__Gould",1,"trap_wasp",166,"CF+00.2007.08.09","5","Cannot decide",-155.3104640715,19.8386984343,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 166",57,6,2.13609467455621,NA,NA,NA,0.758979243409807,0
"KS1_2013__Gould",1,"trap_wasp",167,"CF+00.2008.07.25","5","Cannot decide",-155.3104640715,19.8386984343,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 167",23,6,3.28571428571429,NA,NA,NA,1.18958406687384,0
"KS1_2013__Gould",1,"trap_wasp",168,"CF+00.2008.08.06","5","Cannot decide",-155.3104640715,19.8386984343,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 168",31,6,3.0702875399361,NA,NA,NA,1.12177121843014,0
"KS1_2013__Gould",1,"trap_wasp",216,"CF-01.2007.07.13","5","Cannot decide",-155.30904885,19.8390329468,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 216",5,1,1,NA,NA,NA,0,0
"KS1_2013__Gould",1,"trap_wasp",217,"CF-01.2007.08.09","5","Cannot decide",-155.30904885,19.8390329468,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 217",7,2,1.68965517241379,NA,NA,NA,0.524524468124153,0
"KS1_2013__Gould",1,"trap_wasp",218,"CF-01.2008.08.06","5","Cannot decide",-155.30904885,19.8390329468,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 218",3,1,1,NA,NA,NA,0,0
"KS1_2013__Gould",1,"trap_wasp",219,"CF-02.2007.07.13","5","Cannot decide",-155.3077235444,19.8394611123,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 219",6,2,1.38461538461538,NA,NA,NA,0.325422400434628,0
"KS1_2013__Gould",1,"trap_wasp",220,"CF-02.2007.08.09","5","Cannot decide",-155.3077235444,19.8394611123,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 220",2,1,1,NA,NA,NA,0,0
"KS1_2013__Gould",1,"trap_wasp",221,"CF-02.2008.07.25","5","Cannot decide",-155.3077235444,19.8394611123,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 221",1,1,1,NA,NA,NA,0,0
"KS1_2013__Gould",1,"trap_wasp",222,"CF-02.2008.08.06","5","Cannot decide",-155.3077235444,19.8394611123,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 222",2,2,2,NA,NA,NA,0.693147180559945,0
"KS1_2013__Gould",1,"trap_wasp",223,"CG+00.2007.07.07","6","Cannot decide",-155.3077082857,19.8360940364,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 223",6,3,2,NA,NA,NA,0.693147180559945,5
"KS1_2013__Gould",1,"trap_wasp",224,"CG+00.2007.08.06","6","Cannot decide",-155.3077082857,19.8360940364,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 224",1,1,1,NA,NA,NA,0,5
"KS1_2013__Gould",1,"trap_wasp",225,"CG+00.2008.07.22","6","Cannot decide",-155.3077082857,19.8360940364,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 225",7,3,1.81481481481481,NA,NA,NA,0.595983432106297,5
"KS1_2013__Gould",1,"trap_wasp",226,"CG+00.2008.08.06","6","Cannot decide",-155.3077082857,19.8360940364,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 226",4,2,1.6,NA,NA,NA,0.470003629245736,5
"KS1_2013__Gould",1,"trap_wasp",300,"CG-01.2007.07.07","6","Cannot decide",-155.3063267042,19.8364438952,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 300",2,1,1,NA,NA,NA,0,40
"KS1_2013__Gould",1,"trap_wasp",301,"CG-01.2007.08.06","6","Cannot decide",-155.3063267042,19.8364438952,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 301",0,0,NA,NA,NA,NA,NA,40
"KS1_2013__Gould",1,"trap_wasp",302,"CG-01.2008.07.22","6","Cannot decide",-155.3063267042,19.8364438952,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 302",2,2,2,NA,NA,NA,0.693147180559945,40
"KS1_2013__Gould",1,"trap_wasp",303,"CG-01.2008.08.06","6","Cannot decide",-155.3063267042,19.8364438952,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 303",1,1,1,NA,NA,NA,0,40
"KS1_2013__Gould",1,"trap_wasp",304,"CG-02.2007.07.07","6","Cannot decide",-155.3048959314,19.8368575978,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 304",0,0,NA,NA,NA,NA,NA,76
"KS1_2013__Gould",1,"trap_wasp",305,"CG-02.2007.08.06","6","Cannot decide",-155.3048959314,19.8368575978,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 305",2,2,2,NA,NA,NA,0.693147180559945,76
"KS1_2013__Gould",1,"trap_wasp",306,"CG-02.2008.08.06","6","Cannot decide",-155.3048959314,19.8368575978,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 306",1,1,1,NA,NA,NA,0,76
"KS1_2013__Gould",1,"trap_wasp",307,"CH+00.2007.07.02","7","Cannot decide",-155.3188786754,19.8199031751,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 307",31,5,2.63287671232877,NA,NA,NA,0.968077055387801,52
"KS1_2013__Gould",1,"trap_wasp",308,"CH+00.2007.08.01","7","Cannot decide",-155.3188786754,19.8199031751,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 308",6,3,2,NA,NA,NA,0.693147180559945,52
"KS1_2013__Gould",1,"trap_wasp",309,"CH+00.2008.07.15","7","Cannot decide",-155.3188786754,19.8199031751,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 309",7,1,1,NA,NA,NA,0,52
"KS1_2013__Gould",1,"trap_wasp",310,"CH+00.2008.07.29","7","Cannot decide",-155.3188786754,19.8199031751,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 310",3,3,3,NA,NA,NA,1.09861228866811,52
"KS1_2013__Gould",1,"trap_wasp",311,"CH+00.2008.08.08","7","Cannot decide",-155.3188786754,19.8199031751,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 311",1,1,1,NA,NA,NA,0,52
"KS1_2013__Gould",1,"trap_wasp",337,"CH-01.2007.07.02","7","Cannot decide",-155.3178390911,19.8207861081,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 337",1,1,1,NA,NA,NA,0,96
"KS1_2013__Gould",1,"trap_wasp",338,"CH-01.2007.08.01","7","Cannot decide",-155.3178390911,19.8207861081,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 338",5,3,2.27272727272727,NA,NA,NA,0.82098055206983,96
"KS1_2013__Gould",1,"trap_wasp",339,"CH-01.2008.07.15","7","Cannot decide",-155.3178390911,19.8207861081,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 339",1,1,1,NA,NA,NA,0,96
"KS1_2013__Gould",1,"trap_wasp",340,"CH-01.2008.07.29","7","Cannot decide",-155.3178390911,19.8207861081,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 340",1,1,1,NA,NA,NA,0,96
"KS1_2013__Gould",1,"trap_wasp",341,"CH-02.2007.07.02","7","Cannot decide",-155.3165446868,19.8213720587,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 341",0,0,NA,NA,NA,NA,NA,90
"KS1_2013__Gould",1,"trap_wasp",342,"CH-02.2007.08.01","7","Cannot decide",-155.3165446868,19.8213720587,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 342",3,2,1.8,NA,NA,NA,0.587786664902119,90
"KS1_2013__Gould",1,"trap_wasp",343,"CH-02.2008.07.15","7","Cannot decide",-155.3165446868,19.8213720587,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 343",10,3,2.38095238095238,NA,NA,NA,0.867500567704723,90
"KS1_2013__Gould",1,"trap_wasp",344,"CH-02.2008.07.29","7","Cannot decide",-155.3165446868,19.8213720587,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 344",5,3,2.27272727272727,NA,NA,NA,0.82098055206983,90
"KS1_2013__Gould",1,"trap_wasp",345,"CH-02.2008.08.08","7","Cannot decide",-155.3165446868,19.8213720587,2008-06-01,2008-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 345",11,3,2.46938775510204,NA,NA,NA,0.903970247486115,90
"KS1_2013__Gould",1,"trap_wasp",346,"CL+00.2007.07.06","8","Cannot decide",-155.3116527601,19.8277906383,2007-06-01,2007-08-31,"Abundance","Primary vegetation","KS1_2013__Gould 1","KS1_2013__Gould 1 346",3,2,1.8,NA,NA,NA,0.587786664902119,0
